Pressure (psi),PI (psi/bbl),Initial Watercut (%),GOR (scf/stb),Temperature Res. (F),ID tubing (in),FTP(Flowing Tubing Pressure) (psig),Killing Fluid (psi/),Max CHP (Psig),Gas Gravity,API,Depth of Reservoir,Depth of Tubing,Max Depth Injection,AOF (STB/d),Max Oil Rate (STB/d),Injected Gas Rate (MMscf/D),Injection Pressure (psig),Liquid rate (STB/d)
1288.07,1.654,0.62,345.044,184.4,2.8847319,94.01,0.617,685.44,0.802,42.763,4165,3707,2739,1184.1,1108.7,0.15103,460.44,1114.99
1288.85,1.968,0,334.461,188.16,2.851321181,101.43,0.54,678.88,0.952,42.546,4039,3609,2641,1580.7,1480.38,0.08018,453.88,1480.38
1289.6,1.799,3.33,318.531,190,2.968964628,108.29,0.358,692.47,0.713,41.031,4076,3759,2791,1292,1166.1,0.1616,567.46,1206.15
1291.72,2.605,0,314.698,185.44,2.905841631,102.73,0.569,688.71,0.834,43.504,4145,3861,2893,2052,2103.87,0.16161,663.705,2103.87
1295.66,1.796,2.59,317.362,186.71,2.951346616,100.38,0.389,688.02,0.971,47.204,4163,3641,2673,1623.4,1480.15,0.083816,563.024,1519.52
1296.76,2.914,0,339.369,191.18,3.021342156,105.41,0.357,688.94,1.059,44.654,4024,3705,2737,2557.4,2614.09,0.16161,663.84,2614.09
1299.47,1.749,8.65,315.895,194.35,3.067363638,97.58,0.455,686.95,0.841,42.609,4081,3526,2558,1368.1,1182.18,0.19457,561.95,1293.98
1300.71,2.011,3.77,340.889,190.21,2.827095989,97.81,0.379,692.06,0.904,43.241,4096,3617,2649,2065.7,1441.29,0.048795,567.05,1497.6
1300.72,1.968,0.52,336.629,190.13,2.99492314,101.04,0.509,685.06,0.877,44.022,4062,3723,2755,2003,1449.46,0.075244,510.05,1456.89
1301.16,1.601,0,335.674,186.35,2.899933901,107.6,0.483,684.53,0.875,40.51,4132,3680,2712,1189.1,1114.83,0.20526,509.52,1114.83
1301.57,1.674,9.93,345.841,195.64,2.959365594,98.04,0.427,688.03,1.069,44.857,4233,3712,2744,1481.5,1255.31,0.094834,563.03,1393.72
1303.49,1.673,6.05,341.916,191.66,2.946361695,102.14,0.36,696.27,0.768,43.358,4033,3585,2617,1218.3,1077.64,0.16876,571.27,1146.91
1305.97,1.823,0.52,345.068,193.4,3.06244241,101.69,0.503,688.78,0.786,43.638,4040,3707,2739,1323.1,1238.9,0.13145,513.779,1245.25
1306.7,2.264,0,329.157,188.98,3.086561415,106.39,0.558,685.23,0.86,43.864,4182,3595,2627,1758.7,1649.51,0.048296,460.22,1649.51
1307.89,1.847,0,301.249,183.61,3.054623531,101.12,0.535,695.75,0.74,48.158,4076,3672,2704,1514.6,1425.38,0.11312,520.74,1425.38
1308.09,1.624,0,325.082,187.85,2.90780915,88.8,0.456,696.21,0.898,43.175,4233,3449,2481,1331.9,1263.11,0.14397,571.2,1263.11
1308.82,2.069,5.45,329.401,193.05,2.992217228,108.44,0.627,690.21,0.948,43.721,4292,3748,2780,1754.5,1548.06,0.051227,415.206,1637.29
1309.58,1.993,1.61,302.942,196.63,3.036420853,100.59,0.291,693.12,0.962,43.68,4066,3649,2681,1772.6,1633.25,0.071092,618.119,1659.98
1309.84,1.724,0,304.886,192.31,3.019062886,93.5,0.409,695.78,1.014,45.663,4306,3713,2745,1607.2,1515.6,0.098875,570.782,1515.6
1309.86,1.449,0,323.191,191.42,2.971934944,108.6,0.521,682.09,0.818,46.475,4032,3719,2751,1188.8,1115.28,0.17734,457.093,1115.28
1309.92,2.193,3.09,333.13,188.7,2.728126106,101.67,0.398,691.41,0.797,46.559,4107,3597,2629,1748.2,1586.67,0.011396,566.41,1637.26
1310.49,1.892,0,323.79,188.52,2.929636537,99.25,0.386,681.8,0.831,44.835,4151,3572,2604,1529.7,1438.2,0.092334,556.8,1438.2
1311.01,1.74,0,316.464,190.89,2.989718144,93.92,0.471,690.06,0.999,43.947,4103,3824,2856,1554.7,1461.79,0.065429,515.06,1461.79
1315.83,1.953,0,312.239,188.81,2.942693307,99.67,0.281,684.97,0.993,43.473,4107,3638,2670,1751.6,1641.71,0.057752,609.97,1641.71
1318.56,2.254,4.18,319.049,187.3,3.078779082,95.18,0.507,686.39,0.765,42.635,4209,3711,2743,1693.9,1531.19,0.060677,511.39,1597.99
1319.42,1.847,12.75,308.352,186.95,3.013249239,105.52,0.716,690.84,0.934,48.118,4012,3630,2662,1734.5,1412.46,0.3815,665.84,1618.87
1320.16,2.196,2.68,323.388,190.8,2.857303691,104.37,0.398,690.77,0.772,44.598,4106,3633,2665,1707.2,1555.56,0.040849,565.77,1598.4
1321.03,2.268,16.44,298.497,188.15,2.992859266,112.01,0.311,690.5,0.874,46.683,4015,3626,2658,2071.1,1608.48,0.06066,615.5,1924.94
1321.22,1.56,0,354.622,191.41,3.060535456,103.59,0.619,688.27,0.91,43.905,4118,3960,2992,1255,1178.56,0.10856,413.27,1178.56
1322.49,2.221,0,290.386,188.59,2.89547546,98.83,0.541,679.93,0.814,46.357,4102,3694,2726,1959.2,1836.44,0.012406,454.93,1836.44
1323.72,2.229,6.37,300.934,190.57,2.919124365,102.88,0.491,687.74,0.844,43.122,4208,3827,2859,1883.4,1650.18,0.035789,512.74,1762.45
1326.13,1.292,0,301.747,186.83,3.125766004,96.58,0.508,682.8,1.029,44.498,4102,3635,2667,1226.2,1154.03,0.18349,507.8,1154.03
1327.61,1.736,0,324.669,190.95,2.918168438,97.24,0.546,685.4,0.824,44.49,4229,3643,2675,1882.03,1331.43,0.1105,510.4,1331.43
1329.25,1.954,0,315.455,186.03,2.902686557,90.64,0.34,695.62,0.85,43.785,4156,3516,2548,1638.8,1549.81,0.054821,620.62,1549.81
1329.39,1.929,10.45,348.611,185.72,2.911258854,102.96,0.499,688.65,0.884,44.9,4078,3582,2614,1601.9,1346,0.05103,513.65,1503.07
1330.35,1.552,4.6,363.715,183.16,3.093729168,95.72,0.527,695.71,0.951,42.904,4101,3605,2637,1267.3,1141.72,0.11726,529.71,1196.77
1333.05,1.388,2.01,345.336,188.69,3.002556062,107.18,0.471,694.8,0.725,44.772,4111,3676,2708,1029.7,948.406,0.21429,519.8,967.86
1333.73,1.669,0,311.725,193.49,3.042120457,104.04,0.516,685.42,0.823,43.726,4206,3606,2638,1381.8,1297.88,0.14203,510.42,1297.88
1334.07,1.014,9.93,339.081,189.82,2.852714619,93.5,0.338,692.73,0.728,44.61,4101,3614,2646,758.8,648.293,0.26771,567.73,719.765
1334.08,1.78,6.68,313.607,188.87,3.134539711,106.41,0.498,695.31,0.913,46.68,4039,3527,2559,1633.3,1428.45,0.10657,520.31,1530.71
1334.5,1.956,0,340.306,190.03,3.044121189,90.82,0.512,693.5,0.833,46.852,4101,3521,2553,1549.2,1386.95,0.043247,518.5,1386.95
1336.77,1.617,0,324.764,194.03,3.054308691,102.28,0.493,685.69,0.794,45.116,4126,3598,2630,1310.7,1233.02,0.13436,510.69,1233.02
1336.95,1.808,6.89,317.649,189.54,2.754842771,99.4,0.518,689.29,0.818,44.441,4153,3726,2758,1509.6,1319.16,0.06963,514.29,1416.77
1339.61,1.771,0.53,343.375,192.05,2.816289169,104.94,0.432,692.51,0.933,44.376,4292,3559,2591,1519.8,1417.54,0.075956,567.51,1425.09
1340.01,1.851,0,319.883,185.41,2.945096294,97.48,0.377,685.92,0.939,43.295,4153,3665,2697,1637.1,1539.52,0.056818,560.92,1539.52
1340.86,1.737,2.31,318.009,186.66,3.058223351,102.09,0.443,684.69,1.007,49.697,4160,3773,2805,1716.3,1569.78,0.057663,509.69,1606.89
1342.69,1.717,4.3,307.453,186.98,3.012601564,96.87,0.36,690.48,0.91,46.05,4204,3617,2649,1589.8,1433.12,0.09601,565.48,1497.51
1343.61,1.533,0,358.09,192.62,3.041640905,98.87,0.332,687.32,0.895,43.361,4200,3704,2736,1233.2,1162.96,0.12017,562.32,1162.96
1344.43,1.283,0,320.865,191,3.003552015,88.46,0.446,695.64,0.837,43.678,4149,3636,2668,1069,1013.82,0.17207,570.64,1013.82
1344.5,1.886,0,320.664,186.95,2.881542639,107.81,0.393,692.2,1.003,40.217,4144,3669,2701,1651.9,1545.83,0.095207,567.2,1545.83
1344.93,1.84,2.17,356.592,190.47,2.908395982,96.22,0.339,685.21,0.758,42.51,4084,3664,2696,1377.3,1270.68,0.064058,560.21,1298.87
1346.6,1.443,1.96,371.361,189.29,2.980482164,95.77,0.35,695.71,0.86,42.056,4109,3722,2754,1081.2,1000.84,0.14298,570.71,1020.85
1347.01,1.347,0,358.864,194.03,3.002091929,103.25,0.396,688.4,0.853,43.994,4185,3610,2642,1063.1,1001.48,0.18167,563.4,1001.48
1350.18,1.785,0,321.988,187.88,2.947208546,98.24,0.43,690.99,0.957,46.096,4181,3572,2604,1665.7,1566.6,0.050698,565.99,1566.6
1350.84,1.597,2.88,336.35,192.45,2.843396268,99.97,0.573,687.58,0.81,47.8,4190,3646,2678,1366,1249.8,0.090535,462.58,1286.87
1351.09,1.966,1.18,334.076,190.82,2.953677369,105.36,0.329,691.21,0.752,41.78,4030,3782,2814,1477.1,1368.73,0.081912,566.21,1385.07
1351.51,1.687,6.43,323.537,189.05,2.726169583,97.7,0.442,683.9,0.965,45.002,4101,3644,2676,1562.2,1374.39,0.075036,508.9,1468.83
1351.55,1.874,20.68,359.67,193.44,3.067554956,95.74,0.499,690.63,0.888,45.308,4067,3884,2916,1589.8,1187.44,0.00524,515.63,1497.02
1351.69,2.004,1.71,340.754,190.29,3.010689299,98.57,0.368,685.81,0.812,43.096,4008,3555,2587,1572.9,1456.96,0.040203,560.81,1482.31
1351.87,1.666,0,342.314,192.51,2.973125313,101.02,0.38,692.58,0.969,45.868,4005,3768,2800,1413.4,1064.44,0.12025,515.63,1341.96
1355.27,1.524,0,353.868,190.92,2.87663084,101.4,0.478,695.7,0.882,46.034,4049,3877,2909,1300.5,1222.93,0.69381,520.7,1222.93
1355.9,1.953,0,339.812,186.51,2.976141985,101.11,0.565,698.23,0.773,44.465,4204,3791,2823,1534.1,1442.57,0.044578,473.23,1442.57
1356.06,1.783,7.11,338.609,191.34,2.92891426,98.87,0.59,688.49,0.89,45.975,4043,3754,2786,1575.3,1376,0.023271,463.49,1481.32
1356.59,1.537,6.27,350.03,184.52,2.986408896,99.66,0.523,684.37,0.877,43.559,4134,3517,2549,1276.4,1128.51,0.12824,509.37,1204
1356.68,1.001,0,301.375,191.55,2.96309046,105.66,0.383,694.7,0.862,47.277,4018,3485,2517,935.4,878.804,0.24355,569.7,878.804
1357.92,1.767,0,312.052,191.72,3.036641116,111.44,0.405,690.36,1.086,42.554,4126,3593,2625,1705,1590.15,0.096382,565.36,1590.15
1359.38,1.3,0.36,310.765,184.29,2.909149965,106.22,0.485,687.45,0.849,43.405,4153,3776,2808,1133.1,1059.46,0.34745,512.45,1063.29
1360,1.387,8.04,332.599,188.81,2.9725616,104.17,0.466,694.36,0.923,44.927,4143,3622,2654,1250.9,1081.15,0.14231,519.36,1175.68
1361.02,1.909,7.22,354.52,189.71,3.131633485,95.89,0.558,687.9,0.87,42.974,4120,3784,2816,1551.4,1357.46,0.013006,462.9,1463.09
1361.21,1.073,0.99,333.281,196.21,2.94896581,97.35,0.597,688.81,0.752,42.662,4134,3638,2670,812.1,761.749,0.27478,463.81,769.366
1362.99,1.923,0.26,306.398,191.04,2.995858735,98.76,0.385,684.79,0.748,48.969,4119,3596,2628,1707.3,1604.43,0.028789,559.79,1608.61
1364.28,1.797,0.89,309.533,193.24,3.144133291,95.85,0.489,693.5,0.937,42.219,4155,3690,2722,1626.6,1520.49,0.064107,518.5,1534.14
1365.58,1.28,0,326.477,187.96,2.947072377,96.24,0.466,684.48,0.805,44.37,4101,3636,2668,1071,1012.74,0.17753,509.48,1012.74
1365.68,1.939,0,351.075,189.86,3.125646409,105.61,0.517,695.65,1.061,43.5,4218,3637,2669,1791.4,1679.8,0.00146,520.65,1679.8
1366.13,1.57,0,334.843,190.71,3.030854223,103.09,0.229,686.26,0.937,46.49,4083,3500,2532,1453.1,1368.47,0.10242,611.26,1368.47
1366.6,1.727,3.24,361.239,190.78,2.992102102,102.07,0.492,681.81,0.86,47.564,4076,3728,2760,1491.2,1357.73,0.018624,506.81,1403.19
1366.67,1.866,5.92,331.629,181.6,2.915073534,107.44,0.446,689.34,0.865,43.693,4144,3767,2799,1613.5,1421.25,0.04385,514.34,1510.69
1366.92,1.787,0,325.584,190.46,3.128046081,87.18,0.633,689,0.669,45.885,4067,3763,2795,1356.8,1287.45,0.078106,464,1287.45
1367.43,1.674,0,314.982,186.37,2.992107159,87.33,0.431,694.68,0.939,48.234,4045,3523,2555,1633.2,1547.01,0.037516,569.68,1547.01
1367.96,1.8,7.67,342.879,195,3.033734568,99.9,0.51,689.29,0.924,45.132,4109,3620,2652,1611,1400.43,0.028963,514.29,1516.76
1368.09,2,0,298.332,192.71,3.13414025,99.83,0.338,683.1,0.833,44.078,4101,3756,2788,1790.5,1686.47,0.0443,558.1,1686.47
1368.63,1.861,3.22,322.217,191.44,3.165999576,96.89,0.521,697.02,0.857,46.018,4075,3768,2800,1684.7,1536.76,0.0096914,522.02,1587.89
1369.13,1.761,0,327.425,189.19,3.071768647,105.47,0.562,692.91,1.023,42.824,4094,3721,2753,1594.1,1455,0.033147,522.02,1503.41
1369.57,1.56,7.2,343.281,191.01,3.017868764,101.04,0.533,693.13,0.919,46.128,4126,3549,2581,1416.3,1238.21,0.087326,518.13,1334.28
1370.01,1.535,7.53,320.619,191.7,3.014854209,92.36,0.534,692.9,0.959,45.568,4100,3638,2670,1459.1,1276.19,0.095718,517.9,1380.11
1373.26,1.846,4.51,310.407,191.41,2.880930383,91.32,0.292,689.45,0.825,47.857,4238,3640,2672,1711.6,1543.85,0.016839,614.45,1616.77
1373.78,1.818,5.12,334.77,189.72,2.878990356,103.93,0.412,675.82,0.746,41.691,4153,3644,2676,1394.1,1244.15,0.11027,550.82,1311.29
1375.16,1.225,0.42,356.769,189.91,3.068375495,97.16,0.419,700.45,1.021,47.407,4134,3690,2722,1170.7,1101.01,0.11697,575.45,1105.66
1375.26,1.67,7.85,343.375,189.8,2.990104995,92.73,0.473,689.77,0.987,47.044,4049,3776,2808,1599.1,1389.38,0.0038599,514.77,1507.74
1375.81,1.549,0,334.296,188.91,3.012666558,92.1,0.512,689.21,0.587,42.226,4210,3613,2645,1183.8,1122.15,0.13629,514.21,1122.15
1375.82,1.904,0,355.293,186.05,3.249541206,93.45,0.236,691.4,0.673,44.28,4360,3750,2782,1455.1,1377.18,0.025928,616.4,1377.18
1375.86,0.683,6.27,340.58,188.69,2.984711862,95.93,0.55,698.42,0.89,48.268,4190,3576,2608,592.8,523.998,0.23589,523.42,559.05
1376.55,1.144,1.52,340.175,183.94,3.019005928,105.88,0.447,694.84,0.835,44.094,4204,3802,2834,966.3,896.198,0.19735,519.84,910.031
1376.58,1.811,11.71,324.991,187.11,2.98737718,110.31,0.478,683.19,0.991,42.997,4235,3841,2873,1703,1402.85,0.045686,508.19,1588.91
1377.47,1.637,0,351.732,188.26,2.975628751,95.32,0.493,688.14,0.907,42.397,4076,3782,2814,1380,1303.28,0.058817,513.14,1303.28
1378.14,1.833,0,326.023,190.4,3.21520084,96.09,0.53,693.83,0.936,45.317,4223,3631,2663,1714.3,1618.22,0.017084,518.83,1618.22
1378.5,1.914,0,307.731,187.46,2.890786626,107.51,0.424,693.63,0.973,47.325,4126,3713,2745,1915.4,1787.69,0.011932,568.63,1787.69
1378.7,1.656,0,361.489,188.6,3.124767866,96.72,0.479,689.6,0.815,47.451,4027,3672,2704,1399.5,1323.37,0.032076,514.6,1323.37
1379.84,1.788,4.38,316.196,187.49,2.94950347,107.1,0.444,688.49,0.851,47.379,4037,3744,2776,1673.3,1498.73,0.032543,513.49,1567.38
1380.76,1.84,0,348.121,188.91,2.940472578,102.95,0.484,683.42,0.861,43.472,4095,3362,2394,1545.3,1454.03,0.032837,508.42,1454.03
1381.37,1.5,0.24,347.728,189.98,2.888997936,98.58,0.303,699.68,0.902,42.253,4092,3674,2706,1270.5,1196.64,0.1119,624.68,1199.51
1382.54,1.842,0,361.025,191.26,2.956964837,102.08,0.338,686.37,0.76,41.673,4079,3678,2710,1414.5,1333.41,0.064009,561.37,1333.41
1382.67,1.78,0,321.15,192.53,3.007587519,95.31,0.338,691.42,0.947,46.905,4166,3766,2798,1725,1625.46,9.00E-05,566.42,1625.46
1383.7,1.733,4.31,333.988,191.51,3.08391963,96.35,0.462,697.98,0.829,44.751,4155,3687,2719,1498,1354.13,0.047548,522.98,1415.12
1385.17,2.402,13.19,351.95,186.12,3.042401902,109.03,0.388,691.32,0.921,44.453,4153,3631,2663,2155.9,1289.79,0.051572,566.32,1485.76
1385.4,1.453,0,339.543,192.77,2.877126456,98.81,0.588,685.93,1.022,48.767,4086,3734,2766,1453.1,1366.52,0.04616,460.93,1366.52
1386.2,1.675,0,325.238,189.27,2.942042581,106.02,0.643,696.17,0.905,49.204,4043,3547,2579,1631.8,1533.06,0.057721,471.17,1533.06
1387.47,1.706,3.5,349.736,193.58,2.955668557,101.15,0.272,688.93,0.855,42.628,4229,3506,2538,1410.4,1283.94,0.086592,613.93,1330.51
1390.01,1.706,0.4,335.137,190.34,3.120995432,109.64,0.327,688.23,0.906,44.787,4153,3703,2735,1556.4,1455.11,0.062354,563.23,1460.95
1390.36,1.357,0,319.561,190.49,2.880268263,93.5,0.515,683.1,0.943,49.072,4153,3712,2744,1358.5,1247.37,0.074661,508.1,1282.73
1390.96,1.789,0,323.672,186.8,3.049077956,105.88,0.437,688.49,0.748,38.725,4101,3815,2847,1382.3,1299.4,0.12595,513.49,1299.4
1391.98,1.812,11.82,346.946,190.31,3.095508188,106.17,0.491,686.57,1.039,43.764,4096,3647,2679,1731.9,1433.22,0.033774,511.57,1625.34
1393.19,1.644,1.8,323.41,190.92,3.033999222,94.37,0.424,687.23,0.76,44.194,4068,3838,2870,1373.1,1274.27,0.07055,512.23,1298.65
1393.2,1.555,0,336.124,189.52,3.097252159,101.8,0.425,687.48,0.751,49.605,4185,3671,2703,1372.2,1295.09,0.072341,562.48,1295.09
1394.11,1.832,30.72,319.932,193.51,2.938117458,93.41,0.406,686.46,1.098,47.17,4083,3695,2727,1944,1262.34,0.081325,561.46,1822.09
1394.81,1.747,22.3,308.695,191.12,3.131812059,91.74,0.47,696.28,0.967,46.177,4219,3558,2590,1767,1295.18,0.081173,521.28,1666.89
1395.08,1.605,7.36,321.224,187.7,3.068111499,88.55,0.447,685.64,0.988,41.353,4228,3706,2738,1505.9,1322.04,0.068032,510.64,1427.07
1395.19,1.556,0,358.87,185.93,2.976687877,106.81,0.294,682.92,0.853,41.82,4073,3894,2926,1257.2,1182.87,0.1117,607.92,1182.87
1395.25,1.883,6.88,318.298,189.25,3.170465762,105.09,0.581,689.12,0.725,44.494,4186,3816,2848,1561.1,1367.56,0.052291,414.12,1468.6
1396.17,1.502,0,310.558,191.5,2.993456178,97.95,0.541,682.99,0.897,44.809,4045,3573,2605,1425.8,1356.21,0.18677,507.99,1356.21
1396.45,1.303,0,333.416,189.14,3.079879887,101.42,0.452,680.17,0.88,47.89,4143,3638,2670,1233.1,1163.7,0.12177,505.17,1163.7
1396.9,1.863,2.73,311.663,186.09,2.930275782,109.91,0.461,685.68,0.996,43.121,4236,3737,2769,1822.8,1657.85,0.047654,510.68,1704.38
1397.04,1.11,6.24,325.653,188.75,2.936952165,100.75,0.261,689.13,0.79,46.891,4445,3654,2686,996.4,883.691,0.1986,614.13,942.504
1397.27,1.478,0,344.912,187.71,2.905251438,97.89,0.409,692.71,0.983,45.97,4125,3661,2693,1419.2,1338.83,0.05827,567.71,1338.83
1397.63,0.777,4.91,324.81,193.06,3.140720076,100.12,0.584,692.85,0.87,45.22,4069,3735,2767,716.6,644.112,0.23529,467.85,677.371
1398.17,1.833,0,334.484,194.21,2.992631527,99.98,0.577,693.51,0.746,43.949,4103,3474,2506,1473.1,1391.8,0.066915,518.51,1391.8
1398.31,1.532,0,325.961,189.76,3.127798263,95.96,0.495,696.02,1.072,41.289,4301,3609,2641,1480.1,1398.79,0.098411,521.02,1398.79
1398.74,1.828,0,335.157,187.28,3.036504211,101.89,0.433,679.21,0.806,44.955,4129,3686,2718,1582,1491.14,0.02689,504.21,1491.14
1401.47,1.432,0,330.989,189.76,2.86224139,100.36,0.449,685.2,0.793,45.402,4075,3737,2769,1247.4,1177.75,0.11177,510.2,1177.75
1401.97,1.222,0,324.003,191.53,3.069928471,102.15,0.238,687.23,0.903,43.673,4336,3749,2781,1128.4,1065.5,0.16802,612.23,1065.5
1403.95,1.853,0,341.614,192.16,2.950720958,107.52,0.383,691.24,0.843,42.101,4110,3572,2604,1553.8,1461.12,0.061367,566.24,1461.12
1405.65,1.979,3.23,345.969,188.33,2.92907913,90.66,0.443,685.94,0.849,40.691,4259,3486,2518,1619.6,1488.39,0.014924,560.94,1538.07
1405.95,1.548,0,347.981,189.65,2.904261382,103.63,0.436,681.15,0.742,44.707,4024,3651,2683,1238.7,1168.13,0.11695,506.15,1168.13
1406.4,1.509,0,322.925,184.41,3.097812662,104.47,0.554,694.78,0.745,44.676,4090,3692,2724,1280.2,1208.23,0.13964,469.78,1208.23
1406.98,1.861,8.2,280,189.21,3.201919267,90.16,0.402,688.41,1.023,49.118,4393,3717,2749,1887.8,1729.5,0.046787,563.41,1883.99
1407.12,1.606,10.2,356.638,195.04,3.029169611,100.75,0.6,696.99,0.806,44.093,4131,3737,2769,1332.1,1129.34,0.063507,471.99,1257.61
1407.15,1.825,0,250,192.54,2.915668587,96.82,0.318,692.07,0.801,47.383,4126,3611,2643,1885.2,1773.94,0.076602,617.07,1773.94
1407.73,1.532,12.54,337.544,186.65,2.969664445,95.14,0.307,697.11,0.882,40.292,4097,3777,2809,1303.1,1085.58,0.085967,622.11,1241.24
1407.99,1.603,1.58,326.25,193.9,3.115085697,93.11,0.443,687.35,0.869,44.545,4033,3705,2737,1471.6,1371.78,0.04682,512.35,1393.8
1408.57,1.245,0,328.638,182.82,3.082248431,100.97,0.528,687.65,0.715,41.799,4122,3631,2663,974.1,924.14,0.26461,512.65,924.14
1408.61,1.33,4.93,319.152,193.86,2.929162817,91.91,0.431,695.08,0.879,45.203,4057,3925,2957,1258.1,1132.51,0.072104,520.08,1191.24
1408.72,1.735,4.82,337.728,181.58,2.921393974,103.81,0.407,685.3,0.842,41.095,4107,3701,2733,1459.5,1315.07,0.11841,560.3,1381.66
1409.26,1.475,2.26,339.767,186.08,3.05175763,101.49,0.521,699.86,0.907,46.019,4178,3621,2653,1393.3,1285.27,0.083736,524.86,1314.99
1409.63,1.831,0,339.479,187.12,2.927325786,103.17,0.529,690.62,0.819,44.092,4184,3806,2838,1584.9,1491.28,0.012465,465.62,1491.28
1410.62,1.756,9.56,329.093,186.47,3.057498811,100.51,0.38,694.51,0.836,43.51,4201,3735,2767,1566.5,1337.17,0.051683,569.51,1478.52
1410.73,1.171,0,327.993,187.09,3.093751712,95.47,0.478,686.13,1.018,44.172,4209,3819,2851,1159.8,1092.22,0.08685,511.13,1092.22
1410.85,1.994,24.56,339.515,192.86,3.026763702,98.91,0.511,693,0.865,43.284,4048,3701,2733,1715.2,1229.98,0.024148,518,1728.8
1411.39,1.802,0,312.589,196.91,3.049708692,105.55,0.386,690.3,0.923,45.517,4045,3714,2746,1766.7,1658.89,0.013879,565.3,1658.89
1412.26,1.167,0,329.141,184.15,2.9446618,105.85,0.545,681.63,1.004,46.374,4119,3798,2830,1180.1,1109.96,0.14308,456.63,1109.96
1413.17,1.431,0,359.621,188.78,2.976934948,93.8,0.355,681.53,0.806,42.168,4146,3549,2581,1138.5,1079.59,0.13426,556.53,1079.59
1413.28,1.53,0,325.689,190.49,3.140131191,97.98,0.525,692.93,0.948,43.617,4117,3763,2795,1461.5,1380.22,0.062607,517.93,1380.22
1416.5,1.757,17.32,362.004,192.15,2.961691672,94.55,0.442,678.82,0.896,43.992,4101,3628,2660,1571.1,1228.47,0.0040057,503.82,1485.81
1416.98,1.565,2.96,331.679,188.57,3.080672884,95,0.59,687.43,0.791,45.778,4049,3807,2839,1395.9,1282.69,0.050356,462.43,1321.81
1417.01,1.544,5.74,309.204,186.95,2.771562808,97.2,0.401,685.28,0.96,43.077,4231,3711,2743,1522.8,1351.85,0.068527,560.28,1434.17
1417.18,1.559,2.74,300.761,192.54,2.739074393,97.42,0.419,684.38,0.955,45.055,4136,3745,2777,1583.4,1450.16,0.065763,559.38,1491.01
1417.68,2.093,14.76,305.499,188.43,3.025603887,103.78,0.28,687.79,1.074,47.543,4063,3591,2623,2278.6,1813.22,0.020463,612.79,2127.2
1417.85,1.469,0,341.851,191.47,3.066083955,106.19,0.417,682.59,0.88,38.178,4076,3511,2543,1188.7,1120.52,0.17885,557.59,1120.52
1418.03,1.84,0,280.418,191.36,2.857624352,101.16,0.331,687.68,0.92,43.062,4175,3766,2798,1851.7,1737.13,0.031765,562.68,1737.13
1418.92,1.786,28.43,351.872,194.13,3.026206945,92.38,0.562,694.6,0.84,49.459,4027,3825,2857,1710.8,1157.99,0.0017298,469.6,1617.99
1419.53,1.476,0.29,316.527,186.7,2.893852568,100.52,0.54,702.69,0.895,40.271,4174,3716,2748,1331,1252.27,0.12193,527.69,1255.91
1419.63,1.333,0,353.575,186.85,3.100916473,106.2,0.499,699.39,0.976,45.815,4105,3596,2628,1288.5,1215.01,0.11415,524.39,1215.01
1420.13,1.461,0,315.299,185.59,3.167363245,96.62,0.411,689.83,0.857,44.884,4072,3486,2518,1386.3,1305.43,0.050198,564.83,1305.43
1420.19,1.553,2.27,331.519,187.33,3.054989592,103.74,0.551,689.96,0.758,43.166,4159,3672,2704,1294.3,1194.65,0.12936,464.96,1222.4
1420.84,1.542,0,314.403,189.96,2.941289757,94.04,0.381,699.73,1.001,45.036,4257,3650,2682,1573,1485.87,0.05543,574.73,1485.87
1420.97,1.944,0,312.993,186.11,3.197218049,104.38,0.393,686.29,0.83,47.105,4205,3573,2605,1876.5,1767.24,0.0007488,561.29,1767.24
1420.99,0.932,2.37,335.967,186.43,3.063742695,111.67,0.452,691.48,0.877,47.496,4083,3638,2670,898.1,824.55,0.20735,516.48,844.566
1421.08,1.574,12.8,328.672,198.98,2.880922934,104.6,0.521,689.45,0.882,43.872,4275,3734,2766,1465,1211.69,0.15835,514.45,1389.56
1421.18,1.792,0,347.989,185.38,2.984835969,110.59,0.588,694.48,0.822,43.067,4187,3650,2682,1525,1432.73,0.05603,469.48,1432.73
1421.42,1.657,0,348.328,187.68,3.137213797,103.22,0.525,685.62,0.858,44.503,4093,3525,2557,1481.5,1398.88,0.056848,510.62,1398.88
1421.52,2.094,0,273.949,189.14,3.078874117,98.74,0.328,682.73,0.617,44.995,4066,3823,2855,1784.1,1683.99,0.041236,557.73,1683.99
1421.6,0.962,0,314.555,186.65,3.058097586,102.15,0.557,695.35,0.798,44.187,4263,3705,2737,871.3,825.259,0.14665,470.35,825.259
1421.74,1.289,0,372.115,188.63,2.959344278,99.4,0.495,694.74,0.664,45.745,4075,3539,2571,1017.9,963.564,0.14699,519.74,963.564
1422.72,1.359,0,335.536,196.16,2.921661494,101.74,0.43,693.72,0.912,45.49,4052,3668,2700,1295.8,1222.42,0.087811,568.72,1222.42
1423.96,1.635,0,338.662,181.93,2.993556814,103.24,0.547,691.12,0.947,44.442,4084,3849,2881,1573.3,1481.28,0.021999,466.12,1481.28
1424.54,1.784,0,318.539,187.95,2.889325731,111.51,0.572,690.86,0.674,45.642,4185,3676,2708,1480.9,1390.99,0.090403,465.86,1390.99
